"";"Site.ID";"Site";"Location";"Region";"Period";"Start.BP.site";"End.BP.site";"Start.BP";"End.BP";"C14.Date";"C14...";"Start.BP.14c";"End.BP.14c";"Latitude";"Longitude";"Study.ID";"Individual.ID";"Sample.ID";"Averaged";"Sex";"Age";"Age_Cat";"C.b.coll.";"N.b.coll.";"C.N..bone.";"CN.accept";"X..collagen.yield..bone.";"elevation";"dist2coast";"d2coast_km";"elev.factor";"Temp_Mean";"Precip_Mean";"Temp_Mean_Seasonality";"Precip_Mean_Seasonality";"Temp_Mean.sd";"Precip_Mean.sd";"Temp_Mean_Seasonality.sd";"Precip_Mean_Seasonality.sd";"Demography.kde.14c";"Demography.kde.corr.14c";"Demography.kde.14c.sd";"Demography.kde.corr.14c.sd";"Citations";"median.year"
"82";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;554;"RINC-D02.I-CF01";"RIMAC-RINC.M244";"#N/A";"M";"YA";"#N/A";-10,6;11,8;"2.9";"y";"9.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,16;0,01;0,000161971;"2.28e-06";"6.53e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"83";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;556;"RINC-G9698.II-0463-ENT040";"RIMAC-RINC.M256";"#N/A";"M";"MA";"#N/A";-11,7;11,6;"2.9";"y";"10.5";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,18;0,01;0,000161764;"2.29e-06";"6.47e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"84";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;557;"RINC-G9698.II-0563-ENT53";"RIMAC-RINC.M264";"#N/A";"M";"YA";"#N/A";-9,2;13,9;"2.9";"y";"6.8";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,13;0,01;0,000160979;"2.27e-06";"6.45e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"85";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;558;"RINC-G9698.II-0567-ENT116";"RIMAC-RINC.M268";"#N/A";"F";"A";"#N/A";-11,6;11,6;"3.1";"y";"13.5";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,16;0,01;0,000161918;"2.27e-06";"6.59e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"86";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;560;"RINC-D02.IIA-CF29";"RIMAC-RINC.M289";"#N/A";"F";"MA";"#N/A";-10,6;12,2;"2.9";"y";"12.1";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,15;0,01;0,000160986;"2.3e-06";"6.49e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"87";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;562;"RINC-D02.IIA-CF59";"RIMAC-RINC.M315";"#N/A";"M";"MA";"#N/A";-10,2;15,2;"2.9";"y";"13.8";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,17;0,01;0,000161223;"2.28e-06";"6.55e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"88";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;563;"RINC-D02.IIA-CF82A";"RIMAC-RINC.M329";"#N/A";"F";"YA";"#N/A";-8,3;13,2;"2.9";"y";"13.8";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,2;0,01;0,000160795;"2.28e-06";"6.49e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"89";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;564;"RINC-D02.IIA-CF91";"RIMAC-RINC.M334";"#N/A";"F";"OA";"#N/A";-9,3;14,4;"2.9";"y";"2.7";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,15;0,01;0,000162582;"2.28e-06";"6.55e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"90";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;565;"RINC-D02.IIA-CF95";"RIMAC-RINC.M338";"#N/A";"F";"OA";"#N/A";-11,8;13,8;"2.9";"y";"8.1";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,18;0,01;0,000161978;"2.26e-06";"6.5e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"91";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;566;"RINC-D02.IIA-CF97";"RIMAC-RINC.M342";"#N/A";"M";"YA";"#N/A";-11,3;12,2;"2.9";"y";"18.7";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,22;0,01;0,000161225;"2.28e-06";"6.48e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"92";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;569;"RINC-G9698.IIAE-1119A";"RIMAC-RINC.M352";"#N/A";"F";"YA";"#N/A";-11;16,3;"3";"y";"14.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,17;0,01;0,000162544;"2.27e-06";"6.62e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"93";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;570;"RINC-G9698.IIAE-1154";"RIMAC-RINC.M357";"#N/A";"F";"MA";"#N/A";-10,7;14;"2.9";"y";"11.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,14;0,01;0,000160938;"2.27e-06";"6.59e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"94";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;571;"RINC-G9698.IIAE-1169";"RIMAC-RINC.M360";"#N/A";"F";"Adol";"#N/A";-11,1;12,4;"2.9";"y";"7.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,2;0,01;0,000161938;"2.29e-06";"6.52e-05";"1.03e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"95";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;572;"RINC-G9698.IIAE-1183";"RIMAC-RINC.M364";"#N/A";"M";"YA";"#N/A";-9,8;13,4;"2.9";"y";"9.1";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,14;0,01;0,000162379;"2.28e-06";"6.51e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"96";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;573;"RINC-G9698.IIAE-1199";"RIMAC-RINC.M367";"#N/A";"F";"OA";"#N/A";-11,8;13,4;"3";"y";"2.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,04;2,19;0,01;0,00016236;"2.28e-06";"6.63e-05";"1,00E-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"97";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;575;"RINC-G9698.V-0496-ENT054";"RIMAC-RINC.M370";"#N/A";"M";"YA";"#N/A";-10,6;12;"2.9";"y";"11.2";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,04;2,16;0,01;0,000160958;"2.27e-06";"6.51e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"98";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;577;"RINC-G9698.V-0519-ENT077";"RIMAC-RINC.M382";"#N/A";"M";"YA";"#N/A";-9,9;12,9;"2.9";"y";"10.9";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,18;0,01;0,000161598;"2.29e-06";"6.54e-05";"1.01e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"99";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;578;"RINC-G9698.V-0520.1-ENT078";"RIMAC-RINC.M386";"#N/A";"F";"OA";"#N/A";-9,2;15,6;"3";"y";"10.3";242;"1.481.975.302";"1.481.975.302";"Coastal";14,72;2,6;90,22;0,66;0,04;0,03;2,18;0,01;0,000162423;"2.27e-06";"6.46e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"100";"Rinconada Alta";"Rinconada Alta";"Rimac Valley";"Central Coast";"Late Intermediate Period";1050;480;1050;480;NA;NA;"#N/A";"#N/A";-120,813;-769,411;579;"RINC-G9698.V-0521-ENT079";"RIMAC-RINC.M392";"#N/A";"F";"MA";"#N/A";-11,8;12,8;"3";"y";"18.6";242;"1.481.975.302";"1.481.975.302";"Coastal";14,73;2,6;90,22;0,66;0,04;0,03;2,16;0,01;0,000160828;"2.3e-06";"6.46e-05";"1.02e-06";"Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.";NA
"101";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;595;"s-114";"T135 sk1 5824";"#N/A";"F";"#N/A";"#N/A";-11,34;22,49;"3.15";"y";"8.7";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,64;0,02;0,000111335;"1.93e-06";"3.48e-05";"8.58e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"102";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;596;"s-115";"R129 sk1";"#N/A";"M";"#N/A";"#N/A";-11,42;21,16;"3.05";"y";"17.5";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,63;0,02;0,000110798;"1.92e-06";"3.49e-05";"8.54e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"103";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;597;"s-118";"T121 sk1 5411";"#N/A";"F";"#N/A";"#N/A";-11,35;21,19;"#N/A";"y";"#N/A";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,61;0,02;0,000111137;"1.93e-06";"3.54e-05";"8.46e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"104";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;598;"s-119";"T132 sk1 5446";"#N/A";"F";"#N/A";"#N/A";-11,55;21,26;"#N/A";"y";"#N/A";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,59;0,02;0,000111353;"1.94e-06";"3.46e-05";"8.52e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"105";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;599;"s-120";"T66 sk1 3796";"y?";"M";"#N/A";"#N/A";-13,96;16,68;"3.17";"y";"19.4";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,63;0,02;0,000111465;"1.94e-06";"3.5e-05";"8.38e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"106";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;600;"s-121";"T124 sk1 s-121";"#N/A";"M";"#N/A";"#N/A";-12,28;20,69;"3.16";"y";"7.1";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,62;0,02;0,0001115;"1.92e-06";"3.48e-05";"8.56e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"107";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;601;"s-122";"T138 5731";"y?";"F";"#N/A";"#N/A";-11,56;22,55;"3.17";"y";"17.6";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,62;0,02;0,000111804;"1.94e-06";"3.52e-05";"8.44e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"108";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;602;"s-123";"T9 sk1 4596";"y?";"M";"#N/A";"#N/A";-12,64;20,42;"3.29";"y";"7.3";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,62;0,02;0,000111325;"1.92e-06";"3.5e-05";"8.48e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"109";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;603;"s-124";"T112 sk1 4783";"#N/A";"F";"#N/A";"#N/A";-11,87;20,64;"3.11";"y";"7.1";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,62;0,02;0,000111005;"1.93e-06";"3.5e-05";"8.42e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"110";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;604;"s-125";"T150 sk1 6142";"#N/A";"M";"#N/A";"#N/A";-12,5;21,4;"#N/A";"y";"#N/A";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,64;0,02;0,000110996;"1.92e-06";"3.48e-05";"8.57e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"111";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;605;"s-126";"T47 sk1 1105";"y?";"F";"#N/A";"#N/A";-12,84;18,16;"3.15";"y";"8.6";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,61;0,02;0,000110918;"1.93e-06";"3.47e-05";"8.48e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"112";"San Geronimo";"San Geronimo";"Ilo Valley";"South Coast";"Late Intermediate Period";1025;825;1025;825;NA;NA;"#N/A";"#N/A";-176,278;-713,394;606;"s-127";"T81 sk1 3514";"#N/A";"M";"#N/A";"#N/A";-13,26;21,92;"#N/A";"y";"#N/A";31;"379.352.479";"379.352.479";"Coastal";19,49;0,08;180,43;0,86;0,05;0;2,63;0,02;0,000111148;"1.91e-06";"3.45e-05";"8.52e-07";"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.";NA
"113";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;727;"Burial 10";"ACGSU 43";"Y";"M";"26--35";"#N/A";-18;11,55;"3.35";"y";"#N/A";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,04;0,07;1,93;0,02;0,000263611;"2.17e-06";"4.31e-05";"7.18e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1149
"114";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;729;"Burial 2006-3";"ACGSU 51";"#N/A";"F";"26--35";"#N/A";-14,8;9,9;"3.3";"y";"#N/A";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,03;0,07;1,93;0,02;0,000264543;"2.17e-06";"4.27e-05";"7.19e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1151
"115";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;730;"Burial 4";"ACGSU 52";"#N/A";"M";"18--25";"#N/A";-15,2;8,7;"3.5";"y";"7";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,04;0,07;1,94;0,02;0,000264034;"2.17e-06";"4.3e-05";"7.19e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1151
"116";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;731;"Burial 3";"ACGSU 54";"#N/A";"M";"36--45";"#N/A";-10,7;10,2;"3.3";"y";"18.8";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,04;0,07;1,93;0,02;0,000263217;"2.16e-06";"4.28e-05";"7.23e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1150
"117";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;734;"Burial 8";"ACGSU 41";"#N/A";"F";"18--25";"#N/A";-12,3;9,4;"3.5";"y";"28.1";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,04;0,07;1,95;0,02;0,000263721;"2.17e-06";"4.32e-05";"7.25e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1147
"118";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;738;"Burial 5";"ACGSU 39";"#N/A";"F";"46+";"#N/A";-14,8;9,6;"3.3";"y";"40.4";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,03;0,07;1,93;0,02;0,000263416;"2.17e-06";"4.24e-05";"7.17e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1148
"119";"Ak'awillay";"Ak'awillay";"Cusco";"South Highlands";"Middle Horizon";1350;950;1350;950;NA;NA;"#N/A";"#N/A";-134,071;-72,204;739;"Burial 5";"ACGSU 39";"#N/A";"F";"46+";"#N/A";-13,9;10,1;"3.3";"y";"#N/A";3481;"3.459.539.254";"3.459.539.254";"Mid-elevation";12,62;5,49;132,17;0,64;0,04;0,07;1,93;0,02;0,000264067;"2.17e-06";"4.28e-05";"7.22e-07";"Turner, B. L., Bélisle, V., Davis, A. R., Skidmore, M., Juengst, S. L., Schaefer, B. J., et al. (2018). Diet and foodways across five millennia in the Cusco region of Peru. Journal of Archaeological Science, 98, 137-148.";1151
"120";"Ayaorcco";"Ayaorcco";"Aja Valley";"South Highlands";"Late Intermediate Period";900;500;724;668;805;15;"724";"668";-146,546;-74,704;761;"Cr1";"#N/A";"#N/A";"F";"Middle Adult";"#N/A";-14;13,4;"3.2";"y";"#N/A";2776;"8.330.576.159";"8.330.576.159";"Mid-elevation";12,05;2,36;134,05;0,79;0,02;0,02;1,05;0;4,01e-05;"2.04e-06";"1.38e-05";"7.19e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";696
"121";"Ayaorcco";"Ayaorcco";"Aja Valley";"South Highlands";"Late Intermediate Period";900;500;661;558;692;25;"661";"558";-146,546;-74,704;762;"Cr3";"#N/A";"#N/A";"F";"Young Adult";"#N/A";-14,6;13,2;"3.2";"y";"#N/A";2776;"8.330.576.159";"8.330.576.159";"Mid-elevation";12,04;2,43;133,47;0,79;0,04;0,01;2,12;0,01;4,14e-05;"2.17e-06";"1.41e-05";"7.35e-07";"McCool, W. C. (2020). The Human Ecology of Conflict: A Case Study from the Prehispanic Nasca Highlands of Peru. Ph.D. Dissertation. UC Santa Barbara,";610
