Site.ID;Site;Location;Region;Period;Start.BP.site;End.BP.site;Start.BP;End.BP;C14.Date;C14...;Start.BP.14c;End.BP.14c;Latitude;Longitude;Study.ID;Individual.ID;Sample.ID;Averaged;Sex;Age;Age_Cat;C.b.coll.;N.b.coll.;C.N..bone.;CN.accept;X..collagen.yield..bone.;elevation;dist2coast;d2coast_km;elev.factor;Temp_Mean;Precip_Mean;Temp_Mean_Seasonality;Precip_Mean_Seasonality;Temp_Mean.sd;Precip_Mean.sd;Temp_Mean_Seasonality.sd;Precip_Mean_Seasonality.sd;Demography.kde.14c;Demography.kde.corr.14c;Demography.kde.14c.sd;Demography.kde.corr.14c.sd;Citations;median.year;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1002;Samaca Basin;Ica Valley;South Coast;Early Intermediate Period;1979;1550;1979;1550;NA;NA;#N/A;#N/A;-146.581;-756.252;634;115;#N/A;#N/A;#N/A;#N/A;#N/A;-16.3;9.7;3.21;y;19.7;223;1.674.753.466;1.674.753.466;Mid-elevation;18.57;0.68;146.39;1.06;0.05;0.01;1.96;0.01;0.00016509;2.14e-06;3.03e-05;7.87e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;1767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1002;Samaca Basin;Ica Valley;South Coast;Early Intermediate Period;1979;1550;1979;1550;NA;NA;#N/A;#N/A;-146.581;-756.252;635;116;#N/A;#N/A;#N/A;#N/A;#N/A;-16.2;10.3;3.16;y;10.4;223;1.674.753.466;1.674.753.466;Mid-elevation;18.57;0.68;146.39;1.06;0.05;0.01;1.95;0.01;0.000165517;2.15e-06;3.06e-05;7.9e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;1765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1002;Samaca Basin;Ica Valley;South Coast;Early Intermediate Period;1979;1550;1979;1550;NA;NA;#N/A;#N/A;-146.581;-756.252;636;117;#N/A;#N/A;#N/A;#N/A;#N/A;-16.5;8.3;3.22;y;20.9;223;1.674.753.466;1.674.753.466;Mid-elevation;18.57;0.68;146.39;1.06;0.05;0.01;1.95;0.01;0.000164959;2.15e-06;3.05e-05;7.86e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;1767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1002;Samaca Basin;Ica Valley;South Coast;Early Intermediate Period;1979;1550;1979;1550;NA;NA;#N/A;#N/A;-146.581;-756.252;637;118;#N/A;#N/A;#N/A;#N/A;#N/A;-13.7;10.7;3.25;y;19.7;223;1.674.753.466;1.674.753.466;Mid-elevation;18.57;0.68;146.39;1.06;0.05;0.01;1.95;0.01;0.000165308;2.15e-06;3.05e-05;7.85e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;638;28;#N/A;#N/A;#N/A;#N/A;#N/A;-10.6;11.1;3.2;y;22.5;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000256778;1.75e-06;7.59e-05;7.54e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;639;29;#N/A;#N/A;#N/A;#N/A;#N/A;-9.4;11;3.43;y;21.9;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.37;0.01;0.00025737;1.73e-06;7.61e-05;7.48e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;640;30;#N/A;#N/A;#N/A;#N/A;#N/A;-8.8;9.7;3.32;y;22.2;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.33;0.01;0.000257722;1.75e-06;7.59e-05;7.53e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;641;31;#N/A;#N/A;#N/A;#N/A;#N/A;-10.3;9.6;3.13;y;19.3;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.36;0.01;0.000254463;1.73e-06;7.63e-05;7.45e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;642;32;#N/A;#N/A;#N/A;#N/A;#N/A;-15.3;9.1;3.14;y;22.2;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.33;0.01;0.000256369;1.76e-06;7.65e-05;7.36e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;643;36;#N/A;#N/A;#N/A;#N/A;#N/A;-10;9.5;3.19;y;20.7;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.35;0.01;0.000256154;1.75e-06;7.61e-05;7.38e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;644;37;#N/A;#N/A;#N/A;#N/A;#N/A;-10.3;11.3;3.25;y;19.9;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000257502;1.76e-06;7.6e-05;7.49e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;645;38;#N/A;#N/A;#N/A;#N/A;#N/A;-9.9;11.4;3.16;y;20.8;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000256596;1.76e-06;7.6e-05;7.46e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;646;39;#N/A;#N/A;#N/A;#N/A;#N/A;-10.3;10.6;3.14;y;20.6;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000258621;1.76e-06;7.6e-05;7.54e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;647;40;#N/A;#N/A;#N/A;#N/A;#N/A;-9.3;10.2;3.29;y;25.2;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000256795;1.76e-06;7.63e-05;7.54e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cemetery 1003;Samaca Basin;Ica Valley;South Coast;Late Intermediate Period;860;310;860;310;NA;NA;#N/A;#N/A;-146.438;-756.282;648;41;#N/A;#N/A;#N/A;#N/A;#N/A;-10.3;8.3;3.49;y;25.9;218;1.790.496.762;1.790.496.762;Mid-elevation;18.66;0.67;145.99;1.04;0.05;0.02;2.34;0.01;0.000258195;1.76e-06;7.61e-05;7.57e-07;Cadwallader, L. (2013). Investigating 1500 Years of Dietary Change in the Lower Ica Valley, Peru Using an Isotopic Approach. Ph.D. Dissertation. University of Cambridge, Cambridge, United Kingdom.;587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
