Site.ID,Site,Location,Region,Period,Start.BP.site,End.BP.site,Start.BP,End.BP,C14.Date,C14...,Start.BP.14c,End.BP.14c,Latitude,Longitude,Study.ID,Individual.ID,Sample.ID,Averaged,Sex,Age,Age_Cat,C.b.coll.,N.b.coll.,C.N..bone.,CN.accept,X..collagen.yield..bone.,elevation,dist2coast,d2coast_km,elev.factor,Temp_Mean,Precip_Mean,Temp_Mean_Seasonality,Precip_Mean_Seasonality,Temp_Mean.sd,Precip_Mean.sd,Temp_Mean_Seasonality.sd,Precip_Mean_Seasonality.sd,Demography.kde.14c,Demography.kde.corr.14c,Demography.kde.14c.sd,Demography.kde.corr.14c.sd,Citations,median.year
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,256,Burial 303,1028,#N/A,#N/A,#N/A,#N/A,-12.45,19.35,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.86,0.05,0,2.38,0.03,0.000102521,0.00000249,0.000033,0.0000012,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1000
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,257,Burial 312,1142,#N/A,#N/A,#N/A,#N/A,-13.21,12.2,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.39,0.03,0.000102106,0.00000246,0.0000329,0.00000121,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",999
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,258,Burial 315,1157,#N/A,#N/A,#N/A,#N/A,-13.56,18.44,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.39,0.03,0.000102154,0.00000248,0.0000327,0.0000012,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1001
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,259,Burial 325,3763,#N/A,F,32--35,#N/A,-17.38,11,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.4,0.03,0.000102133,0.00000248,0.0000328,0.00000123,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",998
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,260,Burial 331,3854,#N/A,#N/A,#N/A,#N/A,-12.82,10.88,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.37,0.03,0.00010199,0.00000246,0.0000322,0.0000012,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,261,Burial 433,3920,#N/A,#N/A,#N/A,#N/A,-11.3,19.2,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.38,0.03,0.000102361,0.00000247,0.0000331,0.00000121,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,262,Burial 502,1671,#N/A,#N/A,#N/A,#N/A,-11.78,21.4,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.37,0.03,0.0001019,0.00000248,0.0000331,0.00000121,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1000
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,263,Burial 514,1877,#N/A,#N/A,#N/A,#N/A,-12.3,19.8,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.37,0.03,0.000102621,0.00000248,0.0000328,0.00000119,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,264,Burial 504,1700,#N/A,#N/A,#N/A,#N/A,-17,14.27,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.39,0.03,0.000101903,0.00000247,0.0000325,0.00000122,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1001
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,265,Burial 520,1964,#N/A,#N/A,#N/A,#N/A,-11.53,20.74,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.4,0.03,0.00010229,0.00000246,0.000033,0.00000119,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1000
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,266,Burial 503,#N/A,#N/A,#N/A,#N/A,#N/A,-11.1,22.4,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.38,0.03,0.000101854,0.00000248,0.000033,0.0000012,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,267,Burial 517,1931,#N/A,#N/A,#N/A,#N/A,-13.1,14.5,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.37,0.03,0.000102661,0.0000025,0.0000332,0.00000119,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002.5
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,268,Burial 606,1942,#N/A,#N/A,#N/A,#N/A,-12.86,21.3,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.39,0.03,0.000102352,0.00000249,0.0000329,0.00000121,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,269,Burial 611,2125,#N/A,#N/A,#N/A,#N/A,-16.47,12.31,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.38,0.03,0.000102221,0.00000248,0.0000332,0.00000122,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1000
Chiribaya Alta,Chiribaya Alta,Ilo Valley,South Coast,Late Intermediate Period,1162,839,1162,839,NA,NA,#N/A,#N/A,-17.6426,-71.3091,270,Burial 612,2151,#N/A,#N/A,#N/A,#N/A,-14.21,16.73,#N/A,y,#N/A,205,7119.613738,7.119613738,Coastal,19.46,0.08,180.55,0.87,0.05,0,2.38,0.03,0.000102364,0.00000246,0.0000328,0.00000121,"Tomczak, P. D. (2001). Prehistoric socio-economic relations and population organization in the Lower Osmore Valley of southern Peru. University of New Mexico, Albuquerque, NM.; Knudson, K. J., Aufderheide, A. E., & Buikstra, J. E. (2007). Seasonality and paleodiet in the Chiribaya polity of southern Peru. Journal of Archaeological Science, 34(3), 451-462.; Knudson, K. J. (2004). Tiwanaku residential mobility in the south central Andes: identifying archaeological human migration through strontium isotope analysis. The University of Wisconsin-Madison, Madison, WI.; Knudson, K. J., & Price, T. D. (2007). Utility of multiple chemical techniques in archaeological residential mobility studies: Case studies from Tiwanaku?and Chiribaya?affiliated sites in the Andes. American Journal of Physical Anthropology, 132(1), 25-39.; Knudson, K. J., & Buikstra, J. E. (2007). Residential mobility and resource use in the Chiribaya polity of southern Peru: strontium isotope analysis of archaeological tooth enamel and bone. International Journal of Osteoarchaeology, 17(6), 563-580.; Tomczak, P. D. (2003). Prehistoric diet and socioeconomic relationships within the Osmore Valley of southern Peru. Journal of Anthropological Archaeology, 22(3), 262-278.; Knudson, K. J., Williams, H. M., Buikstra, J. E., Tomczak, P. D., Gordon, G. W., & Anbar, A. D. (2010). Introducing ?88/86Sr analysis in archaeology: a demonstration of the utility of strontium isotope fractionation in paleodietary studies. Journal of Archaeological Science, 37(9), 2352-2364.;",1002
